text,label
maset,0
خوانجي و ميبون,0
كلام نزيه ومقنع ومحترم ,1
mahlek baya tbarkalah 3lik,1
يا مسخه ناس بكري قالوا الدڨله دڨله والعليڨ عليڨصعيب ياسر باش تفهموه المثل يا جماعه التونسيه المثليه,0
barcha kbaha,0
ملا سلعه لا اخلاق و لا تربيه و لا منظر,0
to9tel bi dha7ek 7anen,1
nikraha w ma5yebha pf,0
mala sakhafa,0
الشيخ عبد الفتاح مورو انت معلم و احنا منك نتعلم,1
sot tbarkalah 3lih,1
marzen damo,0
راك ماسطه راك لاسطه,0
h ma7lehom,1
h maset barcha,0
bravo,1
جعفور روعه روعه روعه روعه روعه روعه روعه روعه روعه يارب تحميه و اتخليه و من حسن الصدف اني اتقبلت معاه هو انسان بمعني الكلمه ان شاء اله من حسن الي احسن امين يارب العالمين,1
معلم و بن علي كان يرجع لتونس 70 مسامحينو كان موش اكثر ,1
جعفور يا معذبهم زايد معاك ديمه الضحكه موجوده انا نحبك برشا و زدت حبيتك في برنامج يد وحده بكيتنا برشا و فرحتنا برشا برافو و ربي معاك,1
wahdek ya chi5 ya m3alem dima kalamek fi blasto ama na9sen mel infi3al ti saysena 3ala a3sabek,1
تبا لهم منافقين,0
jafer ya malem,1
enti yeser meziena o ta7fona wena enmot a3lik,1
masat khamej masakh niveau bas hamel marka adwar t9af9if wil 9wada w hadek tab3o,0
لحاس تفوه عليك ربي يهديكم علاه ترجعو فيه هذا ياخي مش عطاه طريحه اش اسمو تافه ومريض قالك حكي مع سيدو صخر وسيدو بالحسن,0
اف ملا ماسط,0
wajiha ma7lek khasaten fi roj,1
منشط مستواه صفر وتحت الصفر برنامج منحط ومسخره,0
مارق برش مريظ بلكلام,0
هالكلب هذا مزال يمد في وجهو في التلفزه,0
tfoh 3alikom ya kleb damrto halblad blosa5 mta3kom,0
لو كان جمال الروح انسانا لكانا جعفوروحدك في الوهره,1
كان التافه و خوه,0
mo7ami moch moteobi,0
ه اي هوما بيدهم شعب منافق,0
مسطها,0
ana te3jebni en plus 5adema,1
lem3alem yetkalem,1
طلع صوتو باهي,1
7lowa,1
صوتها مزيان تبارك اله عليها,1
وجيهه الجندوبي تعتبر من المثلات المتميزين حقيقتا انا شخصيا من ملاحظتي لاعمالها الدراميهفي عده مسلسلات تونسيه مثل منامه عروسيه وعوده المنيار الخ تبدع في اتقان الدور والشخصيه حقيقتا انا شخصيا احترم هاته الفنانه المبدعه وتحيه وتقدير لذاتها وشكرا,1
alah yonsrek ya walid etonsi ya3tek esa7a,1
rajel,1
top top top top top top si neji jalole ربي يوفقك لاصلاح المنظومه التربويه و لخدمه تونس,1
ه يا مسخين توبو لربي قبل ما تصير فيكم كارثه,0
تهبل,1
a7sen mata3mel fi 7yetek,1
زبله من العال,0
tbarkalah 3lik,1
مرا تونسيه و عليها الكلام زينه يا بنت القمح و بنت الشعير ما احلاك خليك هكاكا ,1
hanen brava,1
هذا الخفّاش منذر قفراش المهرّج رجّعهونّا شخصيه وطنيّهx0d,0
bravo motrebi,1
m3alim ya ja3for 9adekchi til9a2i vrament tawa ana fi tonis me tfha7akni ken inti w ba3dik lotfi el 3ibdili walahi me yla3abkom 7ad le malik w le soltane wil fehim yifhimbravo w rabi ywaf9ik,1
el mara hedhi masta lastaw yaritha ma5dheto edawer hedhalokza,0
bravo,1
far7ana 3ale5er b zied sot w 7othor bo 7obok ,1
a7la ja3for,1
zoz kleb 7achekom rabi sob7ano y5alihom yekchfo f 79i9et b3adhom alah yehlkhom,0
هذه المراه التونسيه الحقيقيه و ليست اشباه النساء,1
دورها في مسلسل موفيد ميعجبنيش,0
نور التونسي الاصيل واحد ملي يحبو تونس بالحق ان شاءاله ديمه من حسن الي احسن,1
mahlaha 3aza,1
اله لا ترابحكم بجاه اشهر المفضل,0
mhlha,1
tefeh x0d,0
bravo 7al9a 7lowa,1
ma7leh lila,1
صوت قوي و متاز,1
من قبل نكرهك و ليوم زدتحيفه الخن,0
ikeb sa3dkom ye 5omej,0
tefhin barch,0
non pas de tot tahfona,1
bon ena wa7ed mi nes tonsia chenfasa5ha madem jeha najm lcomidia lmasta marzen rahto,0
miskin yelzmo tbib nafsani 3ando moraki na9s kbir,0
فنان معقد برشا,0
يوه ياربي مسطه ع اساس ناقصه تخلف تونس نزيدوها الاشكال هذوما العالم يتقدم ونحن نرجعو التالي ,0
9atloni dho7k hahahahahahah y ma7lehom,1
ana n7ibha,1
ya7asra 3la tones ki kano moselsletha ida7ko taw kol 5maj,0
ياسر تدك و ياسر دخل روحها في المواضيع اما قويه ياسر ,0
zebla zebla kaka kaka,0
vrament bravo,1
تفوه عليها وعلي جابها خسارت رجالك يا تونس ملا منظر اله لتربح الي جابها وقدمها علي انها فنانه ,0
baketni vrament bravo,1
في كلمه وحده كاريزما,1
amir masit,0
i5it,0
يا معلم,1
ياسر مسمامه,0
sahit,1
tahet 9imto 5sara ,0
هذا الانسان راقي جدا,1
bravo walid 3tithom 7a9hom wezyada,1
توفيق الغربي وسخ اعلامي و ثقافي و سياسي,0
حمزاوي اعتزل الفن بعد ما شهد هذه المهزله,0
bravo,1
توفيق فكاهي و نقلوا برافو خاطر تحسوا شعبي و يحب يفرح الناس و المبادره لعملها في الحبس منذكرش شكون عملها و لا حاول يخم فاها,1
متفهكم يا متعلمين يا بتوع المدارس,0
vrament bravo ,1
pf ya 9atos manel h,0
nan,1
bent 7oymti te3jebni barcha w yeser ma7leha,1
غالط في روحو,0
يا منافق يا راس فكرون,0
فنان تلقاءي الي في قلبو علي فمو,1
عبد الفتاح مورو معلم بسراحه مفماش كلمه خير من for,1
اسم الطاهر حرام فيه هذا النجس كلب من كلاب اليسار الراديكالي,0
kathir pf ena 5oft h p,0
masetlaset,0
tefah,0
عيب عيب عيب,0
hayeawen,0
moch nrml bravo kadija,1
mala in7itat w mala mostawayet,0
3sal,1
masit lasit,0
هذا الانسان راقي جدا لانه لا يستهزء بالناس ولا بالجهويات وهو ضامر و بشوش,1
bravo ya3tih esa7a dhamer,1
tayara,1
مسلسل روعه وبرفو ليكم,1
bravo sami,1
عجبتني برشا كيف ركزه علي اهم نقطه في مقتل الطفل ياسين الي يلزم مانخليوش ولادنا يروحوا والا يمشيوا وحدهم لمدارس طفله صغيره عمرها 6 سنين مستحيل كان تنجم دافع علي خوها الصغير قدام وحش كيما هذا انشاله يكون درس لاولياء الكل باش نقصوا مالحالات الفظيعه هاذي ,1
karzetni,0
hasbi alah fikom,0
a7sen wa7d fihom lkol,0
ja3for men dakhltek m3alem wentiy litzahiy l7al9a dima,1
ahla ya maset ya laset ya amin,0
wela tefeh,0
bravo sami fahri karim chi5a dho7k,1
رجل انت و الرجال قلاءل برافو برافوا بالرسمي انت تونسي 1010 و فنان تونس الاول وربي يهديك يا امين خليت وليد يعبر علي لسان التوانسه الكل علي موضوع المثلين,1
عسل اما في احلي صباح علي موزايك احسن,1
من اقوي المثلات في تونس تشبه غاده عادل,1
سي سامي برافو,1
mo9ded jahel w yfalem,0
eni n7bha barcha w te3jbni barcha,1
ma7lk w ma7elha zinek ,1
mala 9haba,0
مسلسل معبي بالقحاب,0
tefeh 3ale5er w niveau 0 w mehoch metrobi en plus,0
yaser cheyif rohik,0
tbarkalah 3leha ta3jebni bent semi,1
ساعه محلاها كوثر بالحاج,1
rajel ,1
شلاكه,0
raw3a,1
maset laset w mon7at,0
فضحونا بالعري ,0
كلب من لكلاب خماج شهر رمضان المبارك قلت لحيا هاو العهراه تفرج,0
برافو ملك التويجات,1
tfih alih mala mostawayet x0d,0
احسن مثله في تونس,1
اوه قداش معيوه و ماسط و خامج,0
a7la star w a7la mayos 3,1
ti bara rawa7 bara rawa7,0
راك ماسطاراك لاسطا ه,0
h 7lowa 3afsa,1
bravo 3aycha,1
نهضاوي كلب كرهنا في البرنامج,0
معلم و صاحب الفكاهه في تونس,1
rabi yberik fik enti ensen ndhif w 5alo9 rabi ye7mik w yostrek,1
مشاء اله علي الناس الكمل نور علي نور ,1
i5awefd,0
bravo ja3vor,1
go3er chtar tones tkrho,0
بصراحه من افسد الحلقه هو انت بتدخلاتك التافهه و التي تدل عن ضعفك في تسير الحوار x0d,0
mala 3sal,1
ما نحملهاش دمها رزين علي قلبي,0
برنامج عندي مانقلك داءما في تالق تحيه اجلال واحترام من بلاد المهجر,1
3asla,1
هذه حقيقه الاخونج الخماج ,0
بالرجوليه معلم كيف خرج من الاستوديو,1
9adech nakrhek w 9adechek maset maset pf w 3amel feha 3a9el h,0
ma7lehom le5wet kif tel9ahom ehnen 3ala eb3adhom 3 3,1
انشاء اله مبروك عليك بنت بلادي,1
برافو ماكسي علي دفاعك علي الفن من العفن الفني الي الامام,1
mezyena,1
marioma ma7lek,1
محلها و محلي صوتها,1
ديما متالقه بنجاحاتها و راح تكون مثله مسرحيه و تلفزيه كبيره,1
iya kaleb ti lkalb achraf minak iya boma ti lboma anwar minak iy monfa9,0
moch 5arje 3lik lfane,0
فوله مسوسه طاح بيها غراب اعور,0
yasir tahfona hanene echograni,1
برافو عماد برافو برافو برافو برافو,1
يا سامي الفهري و نوفل الورتاني يعطيكم فضيحه من عند ربي تبقي اجيال تحاكي بيكم قلنا سهريه سبت سهريه تفرهيد و فدلكه و ضحك موش عراء و قله حياء,0
ma5ibo lonti ly 3mlto,0
طحان و لحاس موش راجل,0
h bravo,1
يالاطيف تلطف بينا فين ماشي يا سامي الفهري ب هالقناه لمسخه يا ولدي توب وارجع الربي راك اعملت الريحه وعارفه نهار ربي باش اهبت صاعقه علي قناتك الخامجه الي ماتجيب فيها كان فالواطي وخوه انا نصحك برا داوي روحك انت وهاك المرضي الي يخدمو معاك وربي ينتقم منك انشاءاله موضوع كان الواحد يحشم باش يحكيه حتي بينو و بين نفس ولي يتحكي علي الملء بدون حياء,0
مكش متروبي,0
mes5a kalba,0
ناس ملاح,1
kamcha hmal mala ri9,0
ملا طحان عه لا لا زيدو ثبتو فيه طحان محنك,0
ma7lek ya j3for wahra a7sen komidi fi tones ,1
m3alem,1
الذل والهوان لك ولامثالك,0
الشيب و العيب,0
may3jbnich,0
توا هذا كلام يتقال في التلفزا ملا زاندينات تجيبو فيها و اله الارهاب شوايه فيهم تفوه عليك ملا قناه fuck قناه الحوار التونسي اخ تفوه,0
تافه تافه تافه,0
kol yom 7obak yzid,1
تي المجتمع التونسي بكلوا كوارث و فساد زادا كملوا عليه القنوات الشيطانيه مع العلم انو رمضان من افضل الشهور الا انو فما شياطين الانس ما يجيهم النوم الا ما يفسدوا خلق اله و كلمه لسامي الفهري كل ذنب يرتكبوا كل انسان عندك مثلوا و اكثر,0
ماسط,0
h ne7ebo yth7k d,1
صوتها و احساسها يهبلو مشاله عليها ميسا الماجري قليل وين نلقاو احساس و صوت كيف صوتها نشاله نشوفوها نحمه كبيره,1
كبرت في عيني يا وليد,1
mamastek w matahfek walh zayed ti mayet men al 4ira men hamza chaf al tfol motrobi tmada a3lih athika haya al televsa ma9a3da twari ken fi nes zero z3im yath7ek a3la nes,0
احمد يعرف يغني خير,1
maset laset,0
برافو عليها,1
lotfi abdel 3,1
machal,1
thabel 3ejbetni barcha w rabi ye7mikom sami,1
احسنتي عملاً يا محرزيّه تحياتي لكي ,1
مش نورمال,1
zoz ma7lahom ty ebkatherte mani mrakza em3ohom edo5a la3bet bia h,1
جاهل,0
عسيله ,1
انا اشهد انك امرءه بنت عايله ومحترمه ومتربيه وهذاليس تبندير ولكن حقيقه اما لما كنت في المجلس التاسيسي هل قدمت الاظافه في سن قانون الارهاب الذي غدر بحماه الوطن رجال تونس,1
سبحان اله ماسط و دمو رزين و مارڨ,0
يعجبني كلامها و اسلوبها من احسن المثلات في تونس حظ موفق وجيهه 3 ,1
bravo,1
وليد يا معلم ,1
لطفي يطحن لنداء و شكيب يطحن لنهضه و عاشت تونس حره مستقله,0
بنجاح وتوفيق,1
تقتل محلها,1
besla yeser,0
ماسطه لاسطا ملا تفهين,0
min a7sen el momathlet te3jebni barcha rabi y3awenha w ya7miha,1
حيوان مفترس,0
mla tafehet,0
هاه ندبهم اش يعمل فحياه هذا لاجي مثل او لا جي كوميدي حسيلو ارد سمحوني ميتحتش في وسط مثقفين حلو يخلعل دار من ديار الحزب اويبنيولو فها كشك دخان,0
واله نيكهم يا بهيم ه,0
ما شاء اله عليه اخلاق عاليه و كلام موزون,1
يا عم نور انت فنان كبير برشا وغناياتك يعجبونيان شاء اله من حسن الي احسن,1
w inti 3andik barcha kithb w taflim,0
يا معلم برا حجم يهديك ,1
m3alem walid d,1
برافو وجيهه واصل انشاءاله بالتوفيق,1
pf mamsto ysaber omo,0
تافه و منحط ملا شلاكه جايبنو توا هذا يضحك ما مسخفيني كان المساجين الحبس و زيد هالفوgيره الماسطه,0
masta w mas9th ines ka3brith li a5th mas9th,0
حلقه فاشله بامتياز توفيق الغربي تقول قاعد في قهوه  ريان يوسف مسكين ضايع فيها و مواضيع اكبر من عمرو  يمينه كثرتلها بالانبطاح و الزوز المسرحين اهاوكم زعمه زعنه فاهمين الحكايه ,0
تبارك اله خليقه و خلوق ٠,1
ya malem,1
جعفور هو المعلم ,1
walah rajal,1
bravo,1
ناجي جلول راجل دوله,1
oi 3jbni 3ale5er bravo sami,1
التمثيل فاشل و في الكلام فاشل و الحوارات فاشل و في كل شيء فاشل,0
msata,0
mahkeha 3aza,1
برافو ملا بونو عتاه ل اكل المثله الي منعرش منين جبتوها و موقف بالنسبه الموضوع المثليه الجنسيه يستحق التقدير و انا اساند احمد الاندلسي خاطر الشيء له من دينا و لا في تقاليدنا و يلزم يهز يعالجوهم الناس هاذم من باب الانسانيه,1
mala fsala far5 ta7an,0
موضوع فارغ لا يستحق الاهتمام هناك العديد المشاكل الاقتصاديه و الاجتماعيه في بلادنا تستحق الحديث عليها و معالجتها,0
ماسط ياسر وفارغ وموش متربي وزيد دعوه موش بلاصتو كلام الناس حاله حليله,0
mahlek ya emona raki asal ikater,1
محلاها ريم,1
ya3tik esaha brvo,1
كلكم منافقين كان جماعت راب تحكي في الواقع الي صاير,0
em3alim y d,1
bravo,1
ma7lehem,1
خيت,0
الشيب و لعيب,0
9adech met5alfa chbiha welet haka hedhi,0
tbarkalah a3liha dima emnawra,1
mala sel3a,0
h bravo ma7lekom tdha7ko ,1
احلي جعفور,1
مسخ,0
sel3a zbela rak ya maset ma amsatech menek fi belek tethomer wenti rak 5ariya w me s5on e3,0
بيه ديمه متالق,1
bravo walid tonsi x0d,1
x0d,0
jalol sidhom zeyd,1
تبارك اله عليه معلم,1
تافه الحق في الجابو متخلف وحسود,0
raw3a,1
نعلن اله عليكم,0
rak masta rak lasta,0
mela wejh lo7 enti 3ar 3la tones9alet 3malna thawra h,0
3ando karizma yestha9 eno yohkom harakt nahdha,1
7asilo ma7lek w ma7la klamek walah sa7 lih elrajel eli bech ta5dho 9adech mezhar,1
ناقصين خلايق,0
متاع مفرخ والا متاع عزايز ماسطه ماسطه لاسطه وهذيه النوعيه بابورها صفر واندثر,0
مشمءز مضجر و تعيس,0
معلم ومايرشفها لحد,1
ضامر و صاحب جو ربي يوفقك ,1
ملا شخصيه صبري تحفون برشا,1
اله عليكي وعلي صوتي لك صوتك بجن,1
برافو صحبي ابن القيروان,1
bravo chi5 ya m3adhebhom,1
برافو نور,1
راس لمبوط ه ,0
عاهره قحبه مسبوكه ملهط يراك كالمسكوكه لا حنه لا دربوكه يا وجه الترمه,0
المساطه اون بيرسون ,0
ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط ماسط,0
moch normal mgatel dohek bsaraha chapo sami elfhri a3az mosalsel,1
vras top ,1
ملي تفاهات,0
bravo,1
bravo mawhba 7lowa barcha ena wlh lin bkit bravo  bon corage,1
mala 5orda siri 3,0
تعجبني كامراه متزنه مستقيمه و ابتسمتها متفرقهاش,1
مخيب رسك,0
hsin dik tbarkalh a3lik,1
معلم جعفور,1
nekraha,0
masta lasta,0
راك عجبتني كي رديت عالمنجمه العرافه كان تعمل مزيه ربي العبدلي,1
برجوليه راجل ومعلم واله لا كنت نتصورك هكا bravo,1
oi te3jbni ama chbiha m3ach todhor f tv,1
7lawa barcha 3 ,1
مالا اماسيخ تو هذه حاجه يجيبوها في رمضان حاله مكربه في هالبلاد زيدو عليها انتم بخمجكم,0
bravo,1
bo zinek ya ja3for,1
جبري بلفلس,0
ma7leha lfaza mta3 bayrem w ibrahim,1
bravo,1
3azozti h ta3jebni barcha bravo kawther ,1
برشا قحب,0
ماتجيس في ظفر احمد الاندلسي ماعنتها انسانه تافهه و غالطه في روحها ,0
yarhem weldik si naji yonsrek,1
برافو سامي خدمه ياسر تحفونه,1
a7la kerim ,1
manhebhech ,0
mekich rajil yesir r5is w 9lil 7ye me3andikch karama,0
tfoh,0
ya w7ayed 5aterha bentekx0d,1
m3alim y,1
yeser te3jebni,1
ما تحشمش ملا ماركه جايبينها x0d,0
ربي يحفضلك جمالك,1
برا مخيب وجهك جايه تحكي علي المراه التونسيه وانتي اكبر وسمت عار لها برافو لوليد التونسي كي عطاك درسك,0
te7fone,1
msata,0
نسيبتي العزيزه الكلها ماسطه وفما برشا ناس ايقواوا ايضحكهم الفاهم بلعكس انا عمري ماضحكني يا واله ايبكي الضحك راهو فن ومش كل الرهود تقتنوا امين النهدي قبل ما يتكلم ومن غزرتوا بركا ايضحك الناس الكل,0
yeser hlowa,1
tfoh,0
اجمل زوز ابنات اله يسترهم ويحميهم,1
مثله قديره و انسانه راقيه و راءقه,1
ماسط لاسط ,0
منيش متفرج فيكم,0
اكبر لحاس وطحان اعوذ باله من منظرو,0
مستوي متدني لغايه,0
معلم 3,1
far5,0
جعفور اصدق واطيب منك مافماش ربي معاك يا تحفون,1
0 tha9afa,0
wahdek ya em3alen,1
mamsetha,0
لطفي راو ضمارك ولي مصاطه سيب عليك بش يوليلك تطيح قدر,0
mehoch metrabi hata tarf,0
قناه الفساد,0
يعطيك الصحه ابدعتبيب,1
rabi m3ak khoya algerie kamea,1
عيب عليك حل مشاكلكم مع بعضكم واش دخل امك وامه,0
bravo,1
msit,0
aliha w barvo 3liha ,1
mala jaw,1
ياسر ثقيل وماسط وبلاسطو في الراديو,0
تبركاله عليك جعفور قداش تعمل جو وتخلي القعده حلوي ,1
مسخه,0
ya3tini doda 3asola,1
5it i5it i5it,0
mahlehom ki hajora bhboha w tahki b3afoia ama honda yeser rzina w thfona mazel 3ana bnet 7nen a3la waldihom haj tfarah rabi yfadelkom jam la 5adoja 3arfet trabi w t7ane bnetha a3la bohom ra2em howa b3ed a3lihom,1
masta,0
bravo ja3for wasel nchalah rabi m3ak 3 3,1
احسن سيتكوم,1
h ehabel,1
waw,1
bsara7a dawra maset p moch emwatiha,0
من امسط ما ريت من امير سلام مسيو,0
يعطك وهف يا فصاله واله منعرفها لكن عرفتها تو انها ملهطتدافع عالمثليه ه يعطك بقله علا دماغك ه مثليه جنسيه ,0
sekta,0
ماكش متربي مستوي منحت,0
سي جلول يعطيك الف صحه و ربي يبارك فيك واله انت اسمك باش يدخل لتاريخ تونس المشرق باخلاقك و ثقافتك و مبادءك الي مامن بيها و دافع عليها وليداتنا امانه في رقبتك و مستقبلتونس بين ايديك و احنا فخورين بيك و عاطين فيك الثقه ربي معاك و الراجل الحقاني يكرهوه خفافش الظلام خاطر نور الحق و العدل و العلم يعميلهم عينيهم برافو سي جلول و يرحم والديك,1
الشيخ عبد الفتاح مورو يمتاز بالفصاحه و سرعه البديهه و الوضوح في تصزيحاته,1
zayed rak ma3alem ,1
lamine ya m3alem,1
اتمنيت وليد التونسي اصرفق الخامج متاع شمس ابردلي فيه قلبيمخمجوا و ما صح عينوا الشيخ الفاضل ايقلو ربي قال ايتاء هذا الفعل و التجاهر به حرام و هو يناقش و نطالب بحريتي,0
sa5afni bder ,0
pf msatet el 7al9a bmo9ded shili mamsto,0
machalah wa sob7an alah,1
e3lem el 3ar hata sebsi b tfadlik majbetohoch tahana ,0
ya ta7fona ben7omti,1
maset barcha ,0
m3alm bibo,1
مخيب وجه,0
wlh mal9ito matjibo mala 7ala fih rabi tehdik ya amir gara mala gasawat,0
moro ye m3alim,1
mdr ta7an,0
mamsto 3ed,0
zoz ma7alekom maryoma,1
راك ماسط راك لاسط راك سلعه كلخه ما تشيخ الراسط وا حمزاوي فين طاير في السماء كيما قالوا ناس بكري معيز و لو طارت و الفاهم يفهم,0
محلاهم,1
صطوفه يا معقد هم معلم راك,1
mala chleka jeybinha o moch menha zeda men heka lebhim eli jebha amine wejh chkara,0
فدلاك و ضامر,1
راءعه,1
لطفي العبدلي كارثه اخلاقيه الوقاحه تشكوك لقله الادب,0
تونس في ثوب جديد وقاحه جراءم قوم لوط بنات بدون قيود تسيب تخلي عن القيم والمبادي ماذا وقع في عقولهم اله يسطر,0
ملا ملهط تدافع علي المثليه الجنسيه لعنه اله عليك نعلمك انو سيدك احمد الاندلسي,0
المعلم,1
bravo khir men nawfel,1
ma7leh bador,1
mahlehom,1
تعجبني وجيهه علي خاطر تخدم علي روحها ومايهمها في حتي شء,1
ja3for bon corage rak 3sal denya dima lgodam,1
vrament bravo,1
3asola,1
h chab3a dho7k bsara7a bravo,1
عيب عليه ما يجيش نضحكو علي حد مش قاري ما حبيتهاش منو وكا لطفي بجاه ربي علاه جايبينو ماسط لاسط,0
maset el moselsel w kathrelha bel ketheb,0
ta7on,0
mamstik gdch nakirhik pf,0
ti ichbik it3awif ya7 mala sa5ta hadha bila7ram kan ja 9irid fiblaste rahom 7aboh,0
قناه المخور,0
oi maset barcha w maydhakech,0
ma5yabha ila9ta,0
mrjtona bih hal far5 fadadtona,0
واو مقنع واله ابدعوا,1
m3alem bravo alah ya7mik,1
dima tayra ,1
h bravo karim ,1
masit,0
te7fone,1
ta7fona te3jebni mta3 drama,1
انا جزايري بصراحه ولاد مفيده هبال,1
راجل,1
معجبنيش حتي طرف كان جيت في بلاصتو نلم لفلوس و نسافر,0
mahleha,1
tfoh 3likm 9anet lewsa5,0
tyara,1
قناه عار ودعاره,0
ahmed momtez ama yelzmek tzid te5dem w tzid thamed des bone klip chapeaux lik w matansech wasel,1
7ata tarf la 3la9a el marzogi my honech ef,0
ملا مناظر,0
بف ما هذا الكاءن الفضاءي ,0
h tha3loba,0
ساقط وما يحشمش اله يهلكو هو والي جابو,0
fanen kbir,1
mahlekom,1
m3alem bravo,1
bent bledi 3,1
ti mel lowel chleka w zedet chalket ro7ha,0
تافه,0
h h ma7laha,1
برافو,1
محلاها الجاست بكاوني الهموم ,1
مامسطها هالجلطه مخيب منظرها,0
mahleha beketni ana,1
mahlekom naturel w hnan 3la bohom,1
ه طلعت تشبه لدور عفشه,0
بابورك غرڤ,0
oi bravo,1
وليد يا معلم,1
masete barcha,0
tfoh,0
مله قعر,0
ما ينجمك حد في المصاطه برجوليه,0
تبارك اله علي زينه,1
rajel w sid erjel,1
ماشاء اله,1
معلم معلم,1
masta lasta ki wjohkom,0
walahi m3alma,1
ضايع فيها و مصطك زاده,0
محلك يا حبي يا عمري نموت عليك,1
وزير تربيه موش متربي,0
خمج خيه ملا مسلسل احترموا العايله زح ,0
oi bravo abda3tom vrm bekitona fil le5er bravo,1
bravo amino bravo hiwar tonsi ,1
me3alem,1
tafhine wlh,0
bravo,1
يا علاء يا احسن و اطيب انسان و مقدم رايته في حياتي و اله الدزاير كامل يحبوك و انا نحبك و جزاك اله اله كل خير علي واش راك تقدم من افعال خير علبالي موش وحدك راهو ايكيب انا نوراك لكن احنا نشوفوك انت الي في الواجه و اكمل في طريقك و خلي الكلاب تعوي ه واحد كي ما لقي ما يعلق قالو اه حرام عليه يحضن في المراه قدام الناس و قدام رجلها و ما قال شي ياخي عباد ياخي ربي يوفقك علاء خويا,1
zied borji قمه في الاحساس فنان باتم معني الكلمه,1
mala mandhar a7raf 5it 3asbe7 tga3ed ma5ibek ,0
اولاد المفسده الي الامام,0
شعب منافق واله وحشاء الشرفاء شعب اكثر طحان وديوث,0
woh dima maset wthmaro th9il w mo5o 5amej,0
bravo ja3forbon continuationrabi ywaf9ik,1
ياسر سطحي وماسط و تافه حاصيلو شء ما جاء,0
راك احلي كوميدي,1
ربي انت جميل وتحب الجمال وخلقت الجمال وقلت يا عبادي اتقوا كيف نري الجمال و لا نعشق,1
اله يهدي يا شيخ تحيفه الشيب و العيب كرمك اله ,0
تفوه,0
توفيق يا لحس يا مسخ يا جبري,0
واله انتي معلم والتوانسه الكل منك تعلمبرافو جعفر,1
kertha h moch 3adi,0
m3alem,1
barcha 9ohib,0
راجل راجل,1
tahan moch rajel,0
bravo olfa,1
هدا الدور الحقيقي لاب و هدا قمت العطاء و التضحيه اله يشفيلو بنتو و اله يعطيه القوه و الصبر,1
راجل طيب فوزي,1
na3cha9ha,1
wa7dek fek wahra a7santi wasli 3la hedha el men wel,1
التافه والتافهه محلّمها قناه تافههالفتان يجالس المبدعين في مجالس الابداع والثقافه والعاهرو العاهره لهم مجالس الواط والمساحقه,0
احسن فنان,1
nmot aliha,1
machalah 3liha,1
m7lak ya amin 5amsa wo5mis 3lik,1
m3alma men m3almiet mosalsel awled mofida,1
masit ,0
بجاه ربي معادش تجيبوه,0
مثقفا و عرفت كيفاه تجاوب برافو ,1
محلاهم هالخوات واش خص جات عندي وخيه ربي يلم شملهم انشاء اله,1
تافه و حثاله وعار علي تونس وثقافتها,0
زباله حشاكم ,0
mahlehom,1
بالرجوليه معلم,1
walahi 7ram 3lik sami elfehri haka yji tarwij soret chabebna fil kharej wila lawe7sada9ni michi rjoliya minek khater inta mridh ama matansech ya sami 3andek zoz bnet wo yikbroliknchalah mayjich nhar wo tendem 3ala ta3adi 7ormet romdhan ya sami,0
احسنت سي جلول,1
بصراحه ماسط المسلسل و معجبنيش حتء ترف,0
برجوليه تبركلا علاها,1
لا يليق بهذا البرنامج لا هو لا قاره,0
bravo walid bravo ahmad,1
احلي جعفوراحلي تلقاءيه و احلي ضحكه ديما متميز و قريب لقلب ,1
masat maja chay,0
جعغور المساند الرسمي لنادي الافريقي,1
ta7an kbir,0
اوه مسطو وكان مشي عمل حاجه اخري خير,0
enta m3alem wahna minek net3alem ana nhebo barch w nahtarmo barch nheso ki baba alah yarahmo,1
baracha 9ilet 7ye moch hob ,0
m3alma,1
حبيت الاغنيه من ميوس مع ان مش فاهمتها بس غنتها اتهبل,1
pf mela mwabna mamsethom,0
كان حكيت علي اسباب الفقر و الارهاب ولقيتول الحل خير,0
ma7leha 3,1
tefeh yesir,0
عساس شعبه,0
عندي برشا ما تفرجتش في حصه راقيه كيما اليله برافو انا بلاصه امين نعتزل بعد حصه كيما هاذي,1
ana n9tar7 3la sami el fehri ya3ml barnemj l lotfi l3bdili sad9oni nesbt lmochehda 10 ytay7 hata 3la samir el wafi mala kenz mte3 tho7k lotfi rana n7bok barcha khali ynabro ech yhem,1
هاي الرهوط الفاسده ياخي هالبڤره اش مخرجها مل الكوري مع البهايمغريبه,0
حنان شقراوي وجها من تالي لا تحشم لا والو ه,0
mashala,1
مصتو ماصت لاصت,0
هاهاهاهاهاهاها برشه ضحك برافو كريم ,1
ena 3jebtni mech normal vrament magnifique,1
hayla bo zino abrahim,1
matfho w mamstosans coment,0
ma7lahom,1
wa7dek y m3alem bravo,1
7lowa barcha,1
